asin,Title,MainImage,Rating,NumberOfReviews,Items,MoreInfo,unit,category
B07NRF7NV5,"Genji Sushi, Crunchy Salmon Roll, 9.42 Ounce",https://m.media-amazon.com/images/I/41weN4ZnllL.jpg,4.4,253 ratings, This item is only available for delivery or pick-up between 10am and 6pm  ,,,"
                Grocery & Gourmet Food
            ,
                 Deli & Prepared Foods
             "
B07ZDT84QD,"365 by Whole Foods Market, Cheese Cracker Cut Tray, 12 Ounce",https://m.media-amazon.com/images/I/41l1jzjl6+L.jpg,4.3,"1,592 ratings"," 365 by Whole Foods Market products give you that dance-down-the-aisles feeling, virtual aisles too! Our huge range of choices with premium ingredients at prices you can get down with makes grocery shopping so much more than tossing the basics in your cart.  ","Brand: 365 by Whole Foods Market,Weight: 0.75 Pounds,Allergen Information: Milk,Package Information: Tray,Package Weight: 0.87 Pounds",,"
                Grocery & Gourmet Food
            ,
                Deli & Prepared Foods
            ,
                Deli Meats & Cheeses
            ,
                 Deli-Sliced Cheeses
             "
B07813Q3WJ,"Gusto Sliced Sopressata Salami, 4 OZ",https://m.media-amazon.com/images/I/41KWYeN1LhL.jpg,4.6,"1,258 ratings"," Held to high ingredient standards  , No antibiotics, ever, and no added growth hormones  , No synthetic nitrates or nitrites allowed  ","Brand: Gusto,Size: 4 Ounce (Pack of 1),Weight: 0.25 Pounds,Cuisine: US,Allergen Information: Milk Free, Gluten Free",,"
                Grocery & Gourmet Food
            ,
                Deli & Prepared Foods
            ,
                Deli Meats & Cheeses
            ,
                Prepackaged Deli Meats
            ,
                 Salami
             "
B000Q64AUE,"Hillshire Farm Oven Roasted Ultra Thin Sliced Deli Lunch Meat, Turkey Breast, 9 Ounce",https://m.media-amazon.com/images/I/51f99zPEJ7L.jpg,4.7,"4,754 ratings"," One 9 oz package of Ultra Thin Sliced Deli Lunch Meat, Oven Roasted Turkey Breast  , Made with slow cooked, oven roasted turkey and no artificial flavors  , Juicy, flavorful, and 98% fat-free  , Double-sealed package for absolute freshness  , Fully cooked and ready-to-eat  ","Brand: Hillshire Farm,Weight: 0.55 Pounds,Protein: 9 Grams,Package Weight: 0.3 Kilograms,Variety: Turkey",,"
                Grocery & Gourmet Food
            ,
                Deli & Prepared Foods
            ,
                Deli Meats & Cheeses
            ,
                Prepackaged Deli Meats
            ,
                 Turkey
             "
B07JRGCC6L,Gurme212 Premium Turkish Grape Leaves 32 oz,https://m.media-amazon.com/images/I/41+m2BJOEiL.jpg,3.8,346 ratings," Ready to stuff premium gourmet type Grape Leaves produced in Gurme212's high tech and green factory in Turkey  , Rich in Fiber, Iron, Vitamins A and C, Calcium  , Drained weight 16 oz  , Click GURME 212 for our other products  ","Brand: GURME 212,Item Form: Leaves,Weight: 32 Ounces,Package Weight: 1.52 Kilograms",,"
                Grocery & Gourmet Food
            ,
                Pantry Staples
            ,
                Canned, Jarred & Packaged Foods
            ,
                Antipasto
            ,
                 Stuffed Grape Leaves
             "
B01N5G0M6R,"Applegate Great Organic Chicken Hot Dog Uncured, 10oz",https://m.media-amazon.com/images/I/51+mqCuGKlL.jpg,4.3,"1,047 ratings"," Applegate Great Organic Chicken Hot Dog Uncured, 10oz  , No Antibiotics or Added Hormones  , No Chemical Nitrites or Nitrates  , Non-GMO Project Verified  , Humanely Raised  , Whole30 Approved  , Gluten Free  ","Brand: Applegate,Weight: 10 Ounces,Specialty: Organic, Gluten Free,Diet Type: Paleo, Gluten Free,Package Weight: 0.31 Kilograms",,"
                Grocery & Gourmet Food
            ,
                Meat & Seafood
            ,
                 Hot Dogs & Franks
             "
B07CQBNYG7,Orlando Grape Leaves 8 0z (Pack of 2),https://m.media-amazon.com/images/I/41qri53gdEL.jpg,4.5,132 ratings," 2 - 8 oz jar of Orlando California Grape Leaves  , Wrapping foods such as rice, meat, and vegetables  , Can be used in salads or as a garnish for appetizer plates  , Product of California  , Ready to Use in Greek, Turkish, Mediterranean Dishes..Wrap Rice, Meat, Veggies...  ",,,"
                Grocery & Gourmet Food
            ,
                Pantry Staples
            ,
                Canned, Jarred & Packaged Foods
            ,
                Antipasto
            ,
                 Stuffed Grape Leaves
             "
B0779KGZP2,"Creminelli - Italian Artisan Handcrafted Fine Meats, Sliced Calabrese Salami, 2.0 Ounce",https://m.media-amazon.com/images/I/413LyL1KUTL.jpg,4.7,279 ratings," INGREDIENTS - Pork, sea salt, organic spices, natural flavors (celery powder), sugars, organic garlic, starter cultures  , HANDMADE SALAMI - Creminelli meats are handmade under the supervision of master artisan, Cristiano Creminelli. Cristiano insists on using choice cuts of meat from select breeds, fed with organic white grains, and raised on small family farms  , TRADITION - Cristiano does more than just follow the Creminelli family recipes. He carries on the Creminelli family tradition, part of an Italian tradition passed down from generation to generation. Now, the tradition lives on in America  , ORGANIC SPICES - Organic spices are employed cautiously in the European tradition to complement, and not overwhelm, the flavorful, well-marbled, natural pork  , GROUND RULES - Flavor and texture are our trusted guides when sourcing raw materials. We only use all natural and organic ingredients. We use heritage meats that are humanely raised without antibiotics and with vegetarian fee. Whenever possible, we buy local. As far as ingredients and processes, we follow the artisan traditions of the Creminelli family  ","Brand: Creminelli,Weight: 0.13 Pounds,Allergen Information: Gluten Free, Fish,Package Weight: 0.08 Kilograms,Material Type Free: Preservative Free",,"
                Grocery & Gourmet Food
            ,
                Deli & Prepared Foods
            ,
                Deli Meats & Cheeses
            ,
                Prepackaged Deli Meats
            ,
                 Salami
             "
B00MN3HN2A,"Mezzetta Deli-Sliced Hot Pepper Rings, 16 oz",https://m.media-amazon.com/images/I/51CpaxEhqWL.jpg,4.7,994 ratings," SUN-RIPENED - Grown under the California sun  , THE PERFECT TOPPER - Try these zesty slices on your favorite sandwich or burger  , VERSITLE - Combine with a handful of our tasty salad olives for a lively addition to a green salad  , MEZZETTA - Great things come in glass jars  ","Brand: Mezzetta (AmazonFresh),Weight: 1 Pounds,Package Information: Jar,Variety: Language,Package Weight: 0.78 Kilograms",,"
                Grocery & Gourmet Food
            ,
                Pantry Staples
            ,
                Canned, Jarred & Packaged Foods
            ,
                 Vegetables
             "
B000Q5ZMES,Oscar Mayer Uncured Cheese Hot Dogs (10 ct Pack),https://m.media-amazon.com/images/I/51xMFUF+2XL.jpg,4.6,848 ratings," One 10 ct pack of Oscar Mayer Uncured Cheese Hot Dogs  , Oscar Mayer Uncured Cheese Hot Dogs contain no artificial preservatives, colors or flavors except for pasteurized prepared cheddar cheese product  , No fillers or by-products and no added nitrates or nitrites, except those occurring naturally in cultured celery juice  , Uncured cheese dogs are made with turkey, chicken, pork and pasteurized prepared cheddar cheese product  , Our cheese dogs feature our classic wieners stuffed with a delicious cheese filling  , Enjoy the great taste you love and quality you expect, without the guilt  , Fully cooked cheese hot dogs are ideal for quick preparation and consistent flavor  ","Brand: Oscar Mayer,Allergen Information: Milk,Package Weight: 0.95 Pounds,Flavor: Chicken,Cheese",,"
                Grocery & Gourmet Food
            ,
                Meat & Seafood
            ,
                 Hot Dogs & Franks
             "
B07DZQS1VN,"Chef's Cut Real Smoked Chicken Breast Honey Barbecue Jerky, 14 Ounce",https://m.media-amazon.com/images/I/41CRdPfbf-L.jpg,4.2,985 ratings," HONEY BBQ CHICKEN: Using 100% all white meat chicken breast coated in a blend of spices, honey, and molasses, our chef has created a delicious way to take your favorite lean protein on the go  , HANDCRAFTED JERKY: Using premium cuts of top-round sirloin, real ingredients & chef-crafted marinades, we create a product that's incredibly tender & flavorful. It's not just beef jerky - it's steak in a bag.  , PROTEIN-RICH: With 7-10 grams of protein per serving, this deliciously satisfying paleo & keto-friendly snack comes in sticks, pepperoni & a variety pack. Gluten-free & nitrate-free. No artificial preservatives.  , LONG SHELF LIFE: With resealable packaging, our Jerky is perfect for easy storage and outdoor activities like golf, hiking, camping, and fishing.  , CHEF's CUT REAL JERKY CO: We're redefining what beef jerky looks, tastes & feels like. Our mission is simple: make the best tasting product, using only the highest quality ingredients. Take the chef with you.  ","Brand: Chef's Cut Real Jerky,Flavor: Chicken Honey Barbecue,Item Form: Stick,Package Type: Bag,Weight: 14 Ounces",,"
                Grocery & Gourmet Food
            ,
                Deli & Prepared Foods
            ,
                 Entrees
             "
B08JMQS5V2,Andrew & Everett Muenster Cheese,https://m.media-amazon.com/images/I/41WvlUb0oCL.jpg,4.6,191 ratings, This item is only available for delivery or pick-up after 10am  ,"Brand: Andrew & Everett,Allergen Information: Milk,Variety: Muenster,Item Form: Sliced,Flavor: Meunster",,"
                Grocery & Gourmet Food
            ,
                Deli & Prepared Foods
            ,
                Deli Meats & Cheeses
            ,
                 Deli-Sliced Cheeses
             "
B00M30B32O,"Hebrew National Beef Salami, Lunch Meat, 12 oz",https://m.media-amazon.com/images/I/413-uW2y5fL.jpg,4.5,748 ratings," One 12 oz package of Hebrew National Beef Salami  , Perfectly cured salami slices made with premium cuts of 100% Kosher beef  , Sliced salami lunch meat with a slightly spicy flavor  , Delicious as sandwich meat or on a charcuterie board with cheese and crackers  , Kosher salami made with no by-products, artificial flavors or artificial colors  , Fully cooked and ready to enjoy right out of the package  , Store this deli meat in the refrigerator until ready to serve  ","Brand: Hebrew National,Size: 12 ounces,Flavor: Salami,Weight: 0.4 Pounds,Cuisine: Israeli",,"
                Grocery & Gourmet Food
            ,
                Deli & Prepared Foods
            ,
                Deli Meats & Cheeses
            ,
                Prepackaged Deli Meats
            ,
                 Salami
             "
B001KW8JF0,"Orlando California Grapes Leaves, 16 Ounce",https://m.media-amazon.com/images/I/51X0MmBWttL.jpg,4.4,"1,209 ratings"," 1 - 16 oz jar of Orlando California Grape Leaves  , Wrapping foods such as rice, meat, and vegetables  , Can be used in salads or as a garnish for appetizer plates  ","Weight: 16 Ounces,Size: 1 Pound (Pack of 1),Brand: ORLANDO,Diet Type: Vegetarian,Package Weight: 1.27 Kilograms",,"
                Grocery & Gourmet Food
            ,
                Pantry Staples
            ,
                Canned, Jarred & Packaged Foods
            ,
                Antipasto
            ,
                 Stuffed Grape Leaves
             "
